Branch	Model	Feature	Description	Importance_Available
run_model_0.3	xgboost	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	FALSE
run_model_0.3	rf	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	rf	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	rf	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	rf	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	rf	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	rf	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	rf	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	rf	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	rf	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	rf	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	rf	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	rf	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	rf	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	rf	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	rf	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	rf	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	rf	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	rf	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	rf	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	rf	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	rf	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	rf	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	rf	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	rf	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	svm	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	svm	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	svm	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	svm	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	svm	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	svm	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	svm	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	svm	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	svm	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	svm	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	svm	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	svm	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	svm	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	svm	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	svm	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	svm	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	svm	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	svm	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	svm	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	svm	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	svm	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	svm	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	svm	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	svm	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	naive_bayes	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	naive_bayes	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	naive_bayes	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	naive_bayes	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	naive_bayes	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	naive_bayes	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	naive_bayes	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	naive_bayes	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	naive_bayes	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	naive_bayes	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	naive_bayes	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	naive_bayes	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	naive_bayes	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	naive_bayes	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	naive_bayes	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	naive_bayes	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	naive_bayes	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	naive_bayes	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	naive_bayes	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	naive_bayes	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	naive_bayes	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	naive_bayes	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	naive_bayes	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	naive_bayes	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	kknn	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	kknn	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	kknn	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	kknn	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	kknn	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	kknn	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	kknn	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	kknn	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	kknn	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	kknn	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	kknn	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	kknn	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	kknn	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	kknn	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	kknn	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	kknn	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	kknn	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	kknn	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	kknn	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	kknn	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	kknn	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	kknn	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	kknn	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	kknn	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	rpart	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	rpart	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	rpart	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	rpart	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	rpart	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	FALSE
run_model_0.3	rpart	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	rpart	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	rpart	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	FALSE
run_model_0.3	rpart	Metabolite_Acetylpterosin_C	Acetylpterosin C	FALSE
run_model_0.3	rpart	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	FALSE
run_model_0.3	rpart	Metabolite_Crocetindial	Crocetindial	FALSE
run_model_0.3	rpart	Metabolite_Deoxyuridine	Deoxyuridine	FALSE
run_model_0.3	rpart	Metabolite_desethylzaleplon	desethylzaleplon	FALSE
run_model_0.3	rpart	Metabolite_Ectoine	Ectoine	FALSE
run_model_0.3	rpart	Metabolite_Ellagic_acid	Ellagic acid	FALSE
run_model_0.3	rpart	Metabolite_FA_4_2_O3	FA 4_2;O3	FALSE
run_model_0.3	rpart	Metabolite_Glutamylserine	Glutamylserine	FALSE
run_model_0.3	rpart	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	FALSE
run_model_0.3	rpart	Metabolite_Neryl_diphosphate	Neryl diphosphate	FALSE
run_model_0.3	rpart	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	FALSE
run_model_0.3	rpart	Metabolite_PROPAMOCARB	PROPAMOCARB	FALSE
run_model_0.3	rpart	Metabolite_Selenocysteine	Selenocysteine	FALSE
run_model_0.3	rpart	Metabolite_selenodiglutathione	selenodiglutathione	FALSE
run_model_0.3	rpart	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	FALSE
run_model_0.3	adaboost	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	adaboost	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	adaboost	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	adaboost	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	adaboost	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	adaboost	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	adaboost	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	adaboost	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	adaboost	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	adaboost	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	adaboost	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	adaboost	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	adaboost	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	adaboost	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	adaboost	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	adaboost	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	adaboost	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	adaboost	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	adaboost	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	adaboost	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	adaboost	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	adaboost	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	adaboost	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	adaboost	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_0.3	nnet	Metabolite_1_2_Carboxyphenylamino_1_deoxy_D_ribulose_5_phosphate	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	TRUE
run_model_0.3	nnet	Metabolite_1_4_Dioxo_1_4_dihydronaphthalene_2_carboxylic_acid	1,4-Dioxo-1,4-dihydronaphthalene-2-carboxylic acid	TRUE
run_model_0.3	nnet	Metabolite_1_deoxy_L_glycero_tetrulose_4_phosphate	1-deoxy-L-glycero-tetrulose 4-phosphate	TRUE
run_model_0.3	nnet	Metabolite_1_Hydroxyphenanthrene	1-Hydroxyphenanthrene	TRUE
run_model_0.3	nnet	Metabolite_10_Acetoxytoxol	10-Acetoxytoxol	TRUE
run_model_0.3	nnet	Metabolite_2_hydroxy_5_methylthio_3_oxopent_1_enyl_phosphate	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate	TRUE
run_model_0.3	nnet	Metabolite_2_Oxo_3_hydroxy_4_phosphobutanoic_acid	2-Oxo-3-hydroxy-4-phosphobutanoic acid	TRUE
run_model_0.3	nnet	Metabolite_3_3_4_5_6_7_8_Heptahydroxyflavone	3,3',4',5,6,7,8-Heptahydroxyflavone	TRUE
run_model_0.3	nnet	Metabolite_Acetylpterosin_C	Acetylpterosin C	TRUE
run_model_0.3	nnet	Metabolite_Beta_D_Fructose_6_phosphate	Beta-D-Fructose 6-phosphate	TRUE
run_model_0.3	nnet	Metabolite_Crocetindial	Crocetindial	TRUE
run_model_0.3	nnet	Metabolite_Deoxyuridine	Deoxyuridine	TRUE
run_model_0.3	nnet	Metabolite_desethylzaleplon	desethylzaleplon	TRUE
run_model_0.3	nnet	Metabolite_Ectoine	Ectoine	TRUE
run_model_0.3	nnet	Metabolite_Ellagic_acid	Ellagic acid	TRUE
run_model_0.3	nnet	Metabolite_FA_4_2_O3	FA 4_2;O3	TRUE
run_model_0.3	nnet	Metabolite_Glutamylserine	Glutamylserine	TRUE
run_model_0.3	nnet	Metabolite_Inosine_5_monophosphate_IMP	Inosine 5'-monophosphate (IMP)	TRUE
run_model_0.3	nnet	Metabolite_Neryl_diphosphate	Neryl diphosphate	TRUE
run_model_0.3	nnet	Metabolite_Phosphodimethylethanolamine	Phosphodimethylethanolamine	TRUE
run_model_0.3	nnet	Metabolite_PROPAMOCARB	PROPAMOCARB	TRUE
run_model_0.3	nnet	Metabolite_Selenocysteine	Selenocysteine	TRUE
run_model_0.3	nnet	Metabolite_selenodiglutathione	selenodiglutathione	TRUE
run_model_0.3	nnet	Metabolite_UDP_N_acetyl_beta_L_fucosamine	UDP-N-acetyl-beta-L-fucosamine	TRUE
run_model_1.0	glmnet	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	glmnet	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	glmnet	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	glmnet	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	glmnet	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	glmnet	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	glmnet	Clinical_NLR	Clinical_NLR	FALSE
run_model_1.0	glmnet	Clinical_N_category	Clinical_N_category	FALSE
run_model_1.0	glmnet	Clinical_PIV	Clinical_PIV	FALSE
run_model_1.0	glmnet	Clinical_PLR	Clinical_PLR	FALSE
run_model_1.0	glmnet	Clinical_SII	Clinical_SII	FALSE
run_model_1.0	glmnet	Clinical_SIRI	Clinical_SIRI	FALSE
run_model_1.0	glmnet	Clinical_Sex	Clinical_Sex	FALSE
run_model_1.0	glmnet	Clinical_Smoking	Clinical_Smoking	FALSE
run_model_1.0	glmnet	Clinical_T_category	Clinical_T_category	FALSE
run_model_1.0	xgboost	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	xgboost	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	xgboost	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	xgboost	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	xgboost	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	xgboost	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	xgboost	Clinical_NLR	Clinical_NLR	FALSE
run_model_1.0	xgboost	Clinical_N_category	Clinical_N_category	FALSE
run_model_1.0	xgboost	Clinical_PIV	Clinical_PIV	FALSE
run_model_1.0	xgboost	Clinical_PLR	Clinical_PLR	FALSE
run_model_1.0	xgboost	Clinical_SII	Clinical_SII	FALSE
run_model_1.0	xgboost	Clinical_SIRI	Clinical_SIRI	FALSE
run_model_1.0	xgboost	Clinical_Sex	Clinical_Sex	FALSE
run_model_1.0	xgboost	Clinical_Smoking	Clinical_Smoking	FALSE
run_model_1.0	xgboost	Clinical_T_category	Clinical_T_category	FALSE
run_model_1.0	rf	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	rf	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	rf	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	rf	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	rf	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	rf	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	rf	Clinical_NLR	Clinical_NLR	FALSE
run_model_1.0	rf	Clinical_N_category	Clinical_N_category	FALSE
run_model_1.0	rf	Clinical_PIV	Clinical_PIV	FALSE
run_model_1.0	rf	Clinical_PLR	Clinical_PLR	FALSE
run_model_1.0	rf	Clinical_SII	Clinical_SII	FALSE
run_model_1.0	rf	Clinical_SIRI	Clinical_SIRI	FALSE
run_model_1.0	rf	Clinical_Sex	Clinical_Sex	FALSE
run_model_1.0	rf	Clinical_Smoking	Clinical_Smoking	FALSE
run_model_1.0	rf	Clinical_T_category	Clinical_T_category	FALSE
run_model_1.0	svm	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	svm	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	svm	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	svm	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	svm	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	svm	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	svm	Clinical_NLR	Clinical_NLR	FALSE
run_model_1.0	svm	Clinical_N_category	Clinical_N_category	FALSE
run_model_1.0	svm	Clinical_PIV	Clinical_PIV	FALSE
run_model_1.0	svm	Clinical_PLR	Clinical_PLR	FALSE
run_model_1.0	svm	Clinical_SII	Clinical_SII	FALSE
run_model_1.0	svm	Clinical_SIRI	Clinical_SIRI	FALSE
run_model_1.0	svm	Clinical_Sex	Clinical_Sex	FALSE
run_model_1.0	svm	Clinical_Smoking	Clinical_Smoking	FALSE
run_model_1.0	svm	Clinical_T_category	Clinical_T_category	FALSE
run_model_1.0	naive_bayes	Clinical_Age	Clinical_Age	TRUE
run_model_1.0	naive_bayes	Clinical_BMI	Clinical_BMI	TRUE
run_model_1.0	naive_bayes	Clinical_Drinking	Clinical_Drinking	TRUE
run_model_1.0	naive_bayes	Clinical_ECOG	Clinical_ECOG	TRUE
run_model_1.0	naive_bayes	Clinical_LMR	Clinical_LMR	TRUE
run_model_1.0	naive_bayes	Clinical_M_category	Clinical_M_category	TRUE
run_model_1.0	naive_bayes	Clinical_NLR	Clinical_NLR	TRUE
run_model_1.0	naive_bayes	Clinical_N_category	Clinical_N_category	TRUE
run_model_1.0	naive_bayes	Clinical_PIV	Clinical_PIV	TRUE
run_model_1.0	naive_bayes	Clinical_PLR	Clinical_PLR	TRUE
run_model_1.0	naive_bayes	Clinical_SII	Clinical_SII	TRUE
run_model_1.0	naive_bayes	Clinical_SIRI	Clinical_SIRI	TRUE
run_model_1.0	naive_bayes	Clinical_Sex	Clinical_Sex	TRUE
run_model_1.0	naive_bayes	Clinical_Smoking	Clinical_Smoking	TRUE
run_model_1.0	naive_bayes	Clinical_T_category	Clinical_T_category	TRUE
run_model_1.0	kknn	Clinical_Age	Clinical_Age	TRUE
run_model_1.0	kknn	Clinical_BMI	Clinical_BMI	TRUE
run_model_1.0	kknn	Clinical_Drinking	Clinical_Drinking	TRUE
run_model_1.0	kknn	Clinical_ECOG	Clinical_ECOG	TRUE
run_model_1.0	kknn	Clinical_LMR	Clinical_LMR	TRUE
run_model_1.0	kknn	Clinical_M_category	Clinical_M_category	TRUE
run_model_1.0	kknn	Clinical_NLR	Clinical_NLR	TRUE
run_model_1.0	kknn	Clinical_N_category	Clinical_N_category	TRUE
run_model_1.0	kknn	Clinical_PIV	Clinical_PIV	TRUE
run_model_1.0	kknn	Clinical_PLR	Clinical_PLR	TRUE
run_model_1.0	kknn	Clinical_SII	Clinical_SII	TRUE
run_model_1.0	kknn	Clinical_SIRI	Clinical_SIRI	TRUE
run_model_1.0	kknn	Clinical_Sex	Clinical_Sex	TRUE
run_model_1.0	kknn	Clinical_Smoking	Clinical_Smoking	TRUE
run_model_1.0	kknn	Clinical_T_category	Clinical_T_category	TRUE
run_model_1.0	rpart	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	rpart	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	rpart	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	rpart	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	rpart	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	rpart	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	rpart	Clinical_NLR	Clinical_NLR	FALSE
run_model_1.0	rpart	Clinical_N_category	Clinical_N_category	FALSE
run_model_1.0	rpart	Clinical_PIV	Clinical_PIV	FALSE
run_model_1.0	rpart	Clinical_PLR	Clinical_PLR	FALSE
run_model_1.0	rpart	Clinical_SII	Clinical_SII	FALSE
run_model_1.0	rpart	Clinical_SIRI	Clinical_SIRI	FALSE
run_model_1.0	rpart	Clinical_Sex	Clinical_Sex	FALSE
run_model_1.0	rpart	Clinical_Smoking	Clinical_Smoking	FALSE
run_model_1.0	rpart	Clinical_T_category	Clinical_T_category	FALSE
run_model_1.0	adaboost	Clinical_Age	Clinical_Age	TRUE
run_model_1.0	adaboost	Clinical_BMI	Clinical_BMI	TRUE
run_model_1.0	adaboost	Clinical_Drinking	Clinical_Drinking	TRUE
run_model_1.0	adaboost	Clinical_ECOG	Clinical_ECOG	TRUE
run_model_1.0	adaboost	Clinical_LMR	Clinical_LMR	TRUE
run_model_1.0	adaboost	Clinical_M_category	Clinical_M_category	TRUE
run_model_1.0	adaboost	Clinical_NLR	Clinical_NLR	TRUE
run_model_1.0	adaboost	Clinical_N_category	Clinical_N_category	TRUE
run_model_1.0	adaboost	Clinical_PIV	Clinical_PIV	TRUE
run_model_1.0	adaboost	Clinical_PLR	Clinical_PLR	TRUE
run_model_1.0	adaboost	Clinical_SII	Clinical_SII	TRUE
run_model_1.0	adaboost	Clinical_SIRI	Clinical_SIRI	TRUE
run_model_1.0	adaboost	Clinical_Sex	Clinical_Sex	TRUE
run_model_1.0	adaboost	Clinical_Smoking	Clinical_Smoking	TRUE
run_model_1.0	adaboost	Clinical_T_category	Clinical_T_category	TRUE
run_model_1.0	nnet	Clinical_Age	Clinical_Age	FALSE
run_model_1.0	nnet	Clinical_BMI	Clinical_BMI	FALSE
run_model_1.0	nnet	Clinical_Drinking	Clinical_Drinking	FALSE
run_model_1.0	nnet	Clinical_ECOG	Clinical_ECOG	FALSE
run_model_1.0	nnet	Clinical_LMR	Clinical_LMR	FALSE
run_model_1.0	nnet	Clinical_M_category	Clinical_M_category	FALSE
run_model_1.0	nnet	Clinical_NLR	Clinical_NLR	FALSE
