feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M663T313_1	M663T313_1	Dolichyl D-mannosyl phosphate	663.3522	313.3		
Metabolite_M331T356	M331T356	Androstenedione	331.1911	355.5	Steroids and steroid derivatives	Androstane steroids
Metabolite_M351T49_2	M351T49_2	Sedoheptulose 7-phosphate	351.033	49.1		
Metabolite_M277T386	M277T386	alpha-CEHC	277.1442	385.5	Benzopyrans	1-benzopyrans
Metabolite_M832T576_4	M832T576_4	3-demethylubiquinol-10	831.665	575.8	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M465T427	M465T427	hexahomomethionine	465.2832	426.8		
Metabolite_M128T33	M128T33	Ureidoperacrylic acid	127.9991	33		
Metabolite_M601T628_1	M601T628_1	7,7',8,8'-Tetrahydrolycopene	601.4634	628.2	Prenol lipids	Tetraterpenoids
Metabolite_M119T283	M119T283	(2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal	119.0504	282.6		
Metabolite_M293T344	M293T344	Gingerol	293.1754	344.2	Phenols	Methoxyphenols
Metabolite_M330T46	M330T46	10-Hydroxydihydrosanguinarine	330.0767	46.1		
Metabolite_M281T381	M281T381	(4Z,8Z)-4,8-dimethyl-12-oxotrideca-4,8-dienal	281.1754	381.2		
Metabolite_M265T383	M265T383	beta-Patchoulene	265.1805	382.8	Polycyclic hydrocarbons	
Metabolite_M397T356	M397T356	Geissoschizine	397.1775	355.6		
Metabolite_M295T329	M295T329	2-cis,4-trans-xanthoxin	295.1546	329.5	Prenol lipids	Sesquiterpenoids
Metabolite_M429T141	M429T141	Kinetin	429.1534	140.9	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M407T346_1	M407T346_1	10beta-hydroxytaxa-4(20),11-dien-5alpha-yl acetate	407.2432	345.6		
Metabolite_M225T66	M225T66	L-Rhamnose	225.0612	65.7		
Metabolite_M299T296	M299T296	Salidroside	299.1131	295.7		
Metabolite_M253T112	M253T112	(2E,5S,6E,8E,10E)-5-hydroxydodeca-2,6,8,10-tetraenal	253.1077	112.4		
Metabolite_M587T667_2	M587T667_2	corynantheal	587.3381	667.3		
Metabolite_M363T586	M363T586	Sphinganine 1-phosphate	363.2299	585.7	Sphingolipids	Phosphosphingolipids
Metabolite_M221T412	M221T412	6,8-Dimethyl-6,7-didehydroergoline	221.1214	411.9		
Metabolite_M331T344	M331T344	Fluorene	331.1486	344.2	Fluorenes	
Metabolite_M655T338_1	M655T338_1	Premithramycin A2	655.202	337.9		
Metabolite_M307T670	M307T670	3,7-Dimethyl-1,6-octadien-3-ol	307.2636	670	Prenol lipids	Monoterpenoids
Metabolite_M323T574	M323T574	Magnoflorine	323.152	573.6		
Metabolite_M333T330_1	M333T330_1	Nicotinamide ribotide	333.0486	330.2		
Metabolite_M684T614_1	M684T614_1	2-octaprenylphenol	683.5392	614.4	Prenol lipids	Polyprenylphenols
Metabolite_M159T85	M159T85	Pyrophosphate	158.925	84.7	Non-metal oxoanionic compounds	Non-metal pyrophosphates
Metabolite_M199T71	M199T71	Propanoyl phosphate	199.0018	71.3		
Metabolite_M286T47	M286T47	1,3-dihydroxy-N-methylacridone	286.0728	46.7	Quinolines and derivatives	Benzoquinolines
Metabolite_M417T564_1	M417T564_1	MG(0_0_18_1(9Z)_0_0)	417.2869	563.9		
Metabolite_M163T113	M163T113	Molybdate	162.8939	112.8	Miscellaneous mixed metal/non-metals	Miscellaneous metallic oxoanionic compounds
Metabolite_M583T277_1	M583T277_1	Cinchoninone	583.3095	277		
Metabolite_M236T304	M236T304	d-Threo biopterin	236.0782	303.6	Pteridines and derivatives	Pterins and derivatives
Metabolite_M575T665	M575T665	3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid	575.4123	665.1	Prenol lipids	Polyprenylphenols
Metabolite_M377T660	M377T660	Pregnenolone	377.2345	660.2	Steroids and steroid derivatives	Pregnane steroids
Metabolite_M305T39	M305T39	Pseudouridine	305.0617	38.6	Nucleoside and nucleotide analogues	
Metabolite_M339T458	M339T458	Citronellic acid	339.253	457.8		
Metabolite_M299T371	M299T371	Hexadecenal	299.2218	371.5		
Metabolite_M359T495	M359T495	5-Methylthioribose	359.0828	495.5	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M281T450	M281T450	Artemisinin	281.1385	449.7		
Metabolite_M303T279_2	M303T279_2	3,5-Dimethoxytoluene	303.1612	279.1	Benzene and substituted derivatives	Methoxybenzenes
Metabolite_M286T259	M286T259	Tetrahydrobiopterin	286.1146	259.5	Pteridines and derivatives	Pterins and derivatives
Metabolite_M386T214	M386T214	Uridine 5'-diphosphate	385.9669	214.1	Pyrimidine nucleotides	Pyrimidine ribonucleotides
Metabolite_M275T232	M275T232	Harmaline	275.1048	232.4	Harmala alkaloids	
Metabolite_M413T256	M413T256	6-hydroxymethyl-dihydropterin diphosphate	412.9762	256.4	Pteridines and derivatives	Pterins and derivatives
Metabolite_M376T627_1	M376T627_1	Tylactone	376.2365	626.7		
Metabolite_M440T344	M440T344	8-Demethyltetracenomycin C	440.053	343.6		
Metabolite_M451T339_2	M451T339_2	Asperlicin C	451.1392	338.7		
Metabolite_M663T42_1	M663T42_1	PQQH2	663.0518	42.1		
Metabolite_M317T71	M317T71	Dicumarol	317.0441	70.7	Coumarins and derivatives	Hydroxycoumarins
Metabolite_M427T350	M427T350	Farnesyl pyrophosphate	427.1312	350	Prenol lipids	Sesquiterpenoids
Metabolite_M666T515_2	M666T515_2	GDP-L-galactose	666.0671	515.1		
Metabolite_M307T66_2	M307T66_2	Biphenyl	307.1507	65.7	Benzene and substituted derivatives	Biphenyls and derivatives
Metabolite_M605T685_1	M605T685_1	Scopolamine	605.2898	685	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives
Metabolite_M280T361	M280T361	pentahomomethionine	280.1238	360.6		
Metabolite_M636T604_1	M636T604_1	Alloepipregnanolone	635.5013	603.9	Steroids and steroid derivatives	Pregnane steroids
Metabolite_M161T43_1	M161T43_1	Allicin	161.0092	43	Thiosulfinic acid esters	
Metabolite_M339T471_3	M339T471_3	(6E)-8-hydroxygeraniol	339.2523	471.2	Prenol lipids	Monoterpenoids
Metabolite_M543T534	M543T534	Estradiol	543.3451	533.6	Steroids and steroid derivatives	Estrane steroids
Metabolite_M479T295	M479T295	Glutathionylspermidine	479.2265	295.1		
Metabolite_M651T248_2	M651T248_2	Chymosin preparation, escherichia coli k-12	651.1069	248	Peptidomimetics	Depsipeptides
Metabolite_M151T608	M151T608	Diethylthiophosphate	150.998	608.2	Organic thiophosphoric acids and derivatives	Thiophosphoric acid esters
Metabolite_M845T576	M845T576	Coenzyme Q10	844.6455	575.5	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M293T48_2	M293T48_2	5-methylthiopentanaldoxime	293.1347	48.1		
Metabolite_M249T71	M249T71	Formononetin	249.0571	71	Isoflavonoids	O-methylated isoflavonoids
Metabolite_M271T311_2	M271T311_2	Tetramethylpyrazine	271.1913	311.3	Diazines	Pyrazines
Metabolite_M461T658	M461T658	diapolycopene	461.3087	658.2		
Metabolite_M294T233	M294T233	Moupinamide	294.1119	233	Phenols	Methoxyphenols
Metabolite_M367T49	M367T49	(-)-Epigallocatechin	367.0692	49.2		
Metabolite_M215T309	M215T309	Dibenzothiophene sulfone	215.0185	309.2		
Metabolite_M269T51_2	M269T51_2	Temurin	269.0875	51.2	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M463T543	M463T543	Delta-Tocopherol	463.34	543.1	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M379T658	M379T658	Coenzyme Q2	379.1786	658.2		
Metabolite_M309T64	M309T64	7-Hydroxy-2,4,5-trimethoxyisoflavone	309.0788	64.2		
Metabolite_M369T318_1	M369T318_1	2-(3,7-Dimethyl-2,6-octadienyl)-3-methyl-1,4-naphthoquinone	369.1731	318.4		
Metabolite_M465T615_2	M465T615_2	3a,7a-Dihydroxy-5b-cholestane	465.3616	614.8		
Metabolite_M206T76	M206T76	6-Benzylaminopurine	206.0822	76.3	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M387T548	M387T548	1-O-Caffeoyl-beta-D-glucose	387.096	547.7	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M329T483	M329T483	5-Deoxystrigol	329.1371	483		
Metabolite_M359T260	M359T260	3-(3,4-dimethoxyphenyl)-7-hydroxy-4H-chromen-4-one	359.0798	260.4		
Metabolite_M201T33	M201T33	acetoacetate	201.0419	33.4	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M583T609_1	M583T609_1	Rhodovibrin	583.4563	609		
Metabolite_M281T321_2	M281T321_2	dapdiamide A	281.1234	321.3		
Metabolite_M779T595	M779T595	PC(18_2(9Z,12Z)_18_3(9Z,12Z,15Z))	778.5451	594.8		
Metabolite_M832T576_2	M832T576_2	4,4-Diaponeurosporen-4-al	831.6021	576.2		
Metabolite_M192T46_1	M192T46_1	Toxoflavin	192.0512	46.1		
Metabolite_M199T73	M199T73	3,5-Dimethoxyphenol	199.0596	73.3	Phenols	Methoxyphenols
Metabolite_M275T394	M275T394	Gentisate aldehyde	275.0539	393.8	Organooxygen compounds	Carbonyl compounds
Metabolite_M181T51	M181T51	Dihydroclavaminate	181.0604	51.5		
Metabolite_M510T273	M510T273	TR 1 toxin	510.2287	272.8		
Metabolite_M463T366_2	M463T366_2	3-Epiecdysone	463.3027	365.9		
Metabolite_M527T256_1	M527T256_1	Acetyl-N-formyl-5-methoxykynurenamine	527.2104	256.2	Organooxygen compounds	Carbonyl compounds
Metabolite_M441T458	M441T458	Dihydrozeatin	441.2517	458.4	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M489T581	M489T581	Menatetrenone	489.3051	581.1	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M509T579_3	M509T579_3	2-Deoxycastasterone	509.344	578.8	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M350T291	M350T291	trans-zeatin riboside	350.15	291.4	Purine nucleosides	
Metabolite_M337T268	M337T268	Tetrahydropalmatine	337.1416	267.6		
Metabolite_M423T358	M423T358	Marini	423.185	358.1		
Metabolite_M183T56_2	M183T56_2	Dibenzothiophene	183.029	55.8	Benzothiophenes	Dibenzothiophenes
Metabolite_M497T467_1	M497T467_1	Pyridoxine 5'-phosphate	497.0688	466.9	Pyridines and derivatives	Pyridoxines
Metabolite_M431T391_2	M431T391_2	Vitamin K	431.3281	391.3	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M391T44	M391T44	Tomentin	391.0636	44		
Metabolite_M277T328	M277T328	Histidinal	277.1443	328.1	Organonitrogen compounds	Amines
Metabolite_M293T53	M293T53	De-O-methyldihydrosterigmatocystin	293.0483	52.7	Sterigmatocystins	
Metabolite_M592T262_1	M592T262_1	Quercetin 3-galactoside 7-rhamnoside	592.1139	261.7	Flavonoids	Flavonoid glycosides
Metabolite_M287T141	M287T141	Prephenate	287.0436	140.9	Keto acids and derivatives	Gamma-keto acids and derivatives
Metabolite_M349T336	M349T336	Ascorbate radical	349.0379	335.8		
Metabolite_M115T57	M115T57	S-(-)-ureidoglycolate	114.99	56.5		
Metabolite_M335T243	M335T243	N-Cyclopropylammelide	335.1254	242.7		
Metabolite_M307T245	M307T245	Marmesin	307.0793	245.2	Coumarins and derivatives	Furanocoumarins
Metabolite_M352T318	M352T318	Glutathione	352.0855	317.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M246T261	M246T261	2-Aminobiphenyl-2,3-diol	246.0747	260.8		
Metabolite_M203T48_3	M203T48_3	1,4-Naphthoquinone	203.0371	48	Naphthalenes	Naphthoquinones
Metabolite_M500T494_3	M500T494_3	Aflatrem	500.2859	494		
Metabolite_M571T344	M571T344	Vestitone	571.1671	344.5	Isoflavonoids	O-methylated isoflavonoids
Metabolite_M225T84	M225T84	Urolithin C	225.0169	83.6		
Metabolite_M265T287	M265T287	4-methylthiobutanaldoxime	265.1079	287.4		
Metabolite_M831T576_3	M831T576_3	PC(18_1(9Z)_18_1(9Z))	830.6008	576.2		
Metabolite_M360T125_1	M360T125_1	D-4'-Phosphopantothenate	360.0741	125.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M287T330	M287T330	Chorismate	287.0441	330.1	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M203T50_dup_1	M203T50	L-histidinol-phosphate	203.0204	49.9	Organic phosphoric acids and derivatives	Phosphate esters
Metabolite_M585T599	M585T599	9,9,15-tri-cis-zeta-carotene	585.4744	599.2		
Metabolite_M335T330	M335T330	Nicotinic acid mononucleotide	335.0451	330.4	Pyridine nucleotides	Nicotinic acid nucleotides
Metabolite_M579T350_1	M579T350_1	Argininosuccinic acid disodium	579.2448	349.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M263T260	M263T260	2,2,3-Trihydroxydiphenylether	263.0593	260.1		
Metabolite_M435T339	M435T339	Loganin	435.1455	338.6		
Metabolite_M235T314	M235T314	Daidzein	235.0372	313.8	Isoflavonoids	Isoflav-2-enes
Metabolite_M198T72	M198T72	gamma-Glutamyl-gamma-aminobutyraldehyde	198.0747	72.4		
Metabolite_M269T32	M269T32	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	269.0255	32.4	Indoles and derivatives	Indoles
Metabolite_M481T446_1	M481T446_1	27-Deoxy-5b-cyprinol	481.3472	445.5		
Metabolite_M342T71	M342T71	(-)-lariciresinol	342.119	71.3		
Metabolite_M314T495	M314T495	Dihydrosanguinarine	314.0781	495.5		
Metabolite_M283T388	M283T388	Retinal	283.2105	388.4	Prenol lipids	Retinoids
Metabolite_M344T91	M344T91	SS-secoisolariciresinol	344.1345	91.4		
Metabolite_M631T310_1	M631T310_1	Baccatin III	631.2311	310.4		
Metabolite_M473T330	M473T330	Didehydroagroclavine	473.2775	329.5		
Metabolite_M477T274	M477T274	Deoxypumiloside	477.1602	274.3		
Metabolite_M261T49_2	M261T49_2	D-Erythrose 4-phosphate	260.9981	49.3	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M491T662	M491T662	Geroquinol	491.3235	662.1		
Metabolite_M590T647_1	M590T647_1	15-cis-Phytoene	589.5072	646.8	Prenol lipids	Tetraterpenoids
Metabolite_M779T600	M779T600	PC(16_0_16_0)	778.5712	599.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M375T615	M375T615	10-Apo-beta-carotenal	375.2746	615.4	Prenol lipids	Sesterterpenoids
Metabolite_M245T299	M245T299	Oxanthrene	245.049	298.7		
Metabolite_M540T533_2	M540T533_2	LysoPC(16_0_0_0)	540.3383	533.3	Glycerophospholipids	Glycerophosphocholines
Metabolite_M172T52	M172T52	Nitrilotriacetic acid	172.0227	52.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M832T576_3	M832T576_3	Dihydromenaquinone-9	831.6415	575.7		
Metabolite_M448T323_1	M448T323_1	omega-Hydroxyphylloquinone	448.3044	322.9		
Metabolite_M517T412	M517T412	Glucosamine 6-phosphate	517.0766	411.9	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M459T466_1	M459T466_1	demethylsuberosin	459.188	465.7	Coumarins and derivatives	Hydroxycoumarins
Metabolite_M645T42_1	M645T42_1	Cytidine monophosphate	645.087	41.9	Pyrimidine nucleotides	Pyrimidine ribonucleotides
Metabolite_M647T451_2	M647T451_2	Presqualene diphosphate	647.3214	451.4	Prenol lipids	Triterpenoids
Metabolite_M219T49	M219T49	(S)-Allantoin	219.0339	49.2		
Metabolite_M200T155	M200T155	6-hydroxy-2-cyclohexen-one-carboxylate	200.0297	155	Organooxygen compounds	Carbonyl compounds
Metabolite_M143T47	M143T47	Phosphate	142.973	46.7	Non-metal oxoanionic compounds	Non-metal phosphates
Metabolite_M336T46	M336T46	Maritinamine	336.1403	46.3		
Metabolite_M489T584_2	M489T584_2	4alpha-Formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	489.3658	583.8	Prenol lipids	Triterpenoids
Metabolite_M438T494	M438T494	Dihydromacarpine	438.1129	493.9		
Metabolite_M347T363	M347T363	N-alpha-acetylornithine	347.1988	363.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M489T513_2	M489T513_2	4alpha-hydroxymethyl-ergosta-7,24(241)-dien-3beta-ol	489.3662	513.2		
Metabolite_M267T42	M267T42	6-Sulfo-alpha-quinovose	267.0124	42.2		
