feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M243T232	M243T232	4-Hydroxy tolbutamide	243.1824	231.9	Benzene and substituted derivatives	Benzenesulfonamides
Metabolite_M258T103	M258T103	Homocarnosine	258.1091	102.9	Peptidomimetics	Hybrid peptides
Metabolite_M183T414	M183T414	Maleic acid homopolymer	183.174	414.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M408T663	M408T663	Momodicaursenol	408.3333	663.3	Prenol lipids	Triterpenoids
Metabolite_M247T87	M247T87	Olpadronic acid	247.166	86.6	Organic phosphonic acids and derivatives	Bisphosphonates
Metabolite_M110T245	M110T245	3-Isoxazolidinone	110.0198	245.4	Azolidines	Oxazolidines
Metabolite_M110T378	M110T378	2-Oxazolidinone	110.0198	378	Azolines	Oxazolines
Metabolite_M195T102	M195T102	Methoxamine	195.1228	102	Benzene and substituted derivatives	Methoxybenzenes
Metabolite_M155T33_1	M155T33_1	1,1'-Thiobisethanethiol	154.9661	33	Organooxygen compounds	Ethers
Metabolite_M263T56	M263T56	Indigo	263.1313	56	Indoles and derivatives	Indolines
Metabolite_M358T374	M358T374	Methylprednisolone	358.258	373.7		
Metabolite_M143T192	M143T192	4-Hydroxystachydrine	143.0722	192.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M132T258	M132T258	Iminoaspartic acid	132.1001	258.1	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M132T336	M132T336	N-methylvaline	132.1001	336.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M354T640	M354T640	20-Hydroxy-PGF2a	354.3358	639.5	Fatty Acyls	Eicosanoids
Metabolite_M310T51	M310T51	3-O-alpha-D-glucopyranosyl-L-rhamnopyranose	310.0555	51.1		
Metabolite_M150T412	M150T412	Demethylphosphinothricin	150.0264	411.7		
Metabolite_M503T274	M503T274	Emetine	503.3049	274.1		
Metabolite_M809T416	M809T416	PC(18_3(9Z,12Z,15Z)_20_2(11Z,14Z))	808.5963	415.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M705T594_1	M705T594_1	PC(18_0_15_0)	704.5853	593.9	Glycerophospholipids	Glycerophosphocholines
Metabolite_M248T353	M248T353	Ibudilast	248.168	353.3	Pyrazolopyridines	
Metabolite_M346T446	M346T446	N-Acetylneuraminate 9-phosphate	346.3306	445.8	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M358T438	M358T438	Calcitroic acid	358.2941	437.8	Steroids and steroid derivatives	Vitamin D and derivatives
Metabolite_M325T331	M325T331	Abacavir	325.2473	330.9	Nucleoside and nucleotide analogues	Cyclopentyl nucleosides
Metabolite_M520T505_2	M520T505_2	LPC 18_2	520.3323	505		
Metabolite_M530T381	M530T381	dTDP-3-methyl-4-oxo-alpha-D-ribopyranose	530.3287	380.9		
Metabolite_M367T92	M367T92	1-Adgmi	367.1487	91.6		
Metabolite_M329T323	M329T323	Stanozolol	329.2427	323.3	Steroids and steroid derivatives	Estrane steroids
Metabolite_M783T656_2	M783T656_2	PC(16_0_18_1(9Z))	782.5556	655.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M311T100	M311T100	Pinobanksin	311.1223	99.9		
Metabolite_M243T193	M243T193	Phenylethylamine	243.182	192.7	Benzene and substituted derivatives	Phenethylamines
Metabolite_M243T88	M243T88	2-Propylpyridine	243.182	88.4	Pyridines and derivatives	
Metabolite_M336T594	M336T594	Sterebin B	336.3099	594.2	Prenol lipids	Sesquiterpenoids
Metabolite_M838T579	M838T579	PC(MonoMe(11,5)_DiMe(9,5))	837.6365	578.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M144T193	M144T193	5-Ethyl-2-methylpyridine	144.0805	192.5	Pyridines and derivatives	Methylpyridines
Metabolite_M343T406	M343T406	Gravacridonechlorine	343.2666	406	Quinolines and derivatives	Benzoquinolines
Metabolite_M155T292	M155T292	But-2-enedioic acid	155.1064	291.6	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M364T594	M364T594	Hexacosanal	364.3407	594.3	Fatty Acyls	Fatty aldehydes
Metabolite_M316T245	M316T245	Isogravacridonechlorine	316.2107	244.8	Quinolines and derivatives	Benzoquinolines
Metabolite_M229T415_2	M229T415_2	Avocadynofuran	229.1985	414.5	Heteroaromatic compounds	
Metabolite_M472T382	M472T382	Esculentic acid (Diplazium)	472.3476	381.5	Prenol lipids	Triterpenoids
Metabolite_M342T227	M342T227	Pipernonaline	342.2115	226.9	Benzodioxoles	
Metabolite_M406T549	M406T549	8,10-Octacosanedione	406.2781	549	Organooxygen compounds	Carbonyl compounds
Metabolite_M173T79	M173T79	Dihydralazine	173.0782	78.9	Diazanaphthalenes	Benzodiazines
Metabolite_M244T42_2	M244T42_2	Beta-D-Fructose 6-phosphate	243.9964	42.2	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M241T87	M241T87	Anserine	241.0926	87.5	Peptidomimetics	Hybrid peptides
Metabolite_M546T529_2	M546T529_2	LysoPC(20_3(8Z,11Z,14Z)_0_0)	546.347	528.6	Glycerophospholipids	Glycerophosphocholines
Metabolite_M430T336	M430T336	Cloransulam-methyl	430.2654	335.5		
Metabolite_M469T648_2	M469T648_2	3,7-Bisaboladiene-2,8-dione	469.3967	648.1	Prenol lipids	Sesquiterpenoids
Metabolite_M422T459_1	M422T459_1	PC-M6	422.3119	459.5	Naphthopyrans	
Metabolite_M265T42	M265T42	FA 4_2;O3	265.0149	42.2		
Metabolite_M358T486	M358T486	Macrophorin B	358.281	485.5	Organooxygen compounds	Carbonyl compounds
Metabolite_M230T414	M230T414	Isoavocadienofuran	230.1827	414.4	Heteroaromatic compounds	
Metabolite_M539T649_2	M539T649_2	Asticolorin A	539.4373	649.3	Benzopyrans	1-benzopyrans
Metabolite_M807T415_1	M807T415_1	PC(18_3(9Z,12Z,15Z)_18_0)	806.5542	415.4	Glycerophospholipids	Glycerophosphocholines
Metabolite_M295T44	M295T44	6-tuliposide B	295.1488	43.9		
Metabolite_M546T516	M546T516	Edelfosine	546.3617	515.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M330T220	M330T220	Dapivirine	330.1647	220.1	Benzene and substituted derivatives	Benzonitriles
Metabolite_M429T664	M429T664	alpha-Tocopherol acetate	429.4022	663.6	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M784T656_2	M784T656_2	PC(20_4(5Z,8Z,11Z,14Z)_P-16_0)	783.5521	655.6	Glycerophospholipids	Glycerophosphocholines
Metabolite_M202T246	M202T246	Tanakamine	202.0895	246.1	Indoles and derivatives	Indoles
Metabolite_M441T212_2	M441T212_2	17a,20a-Dihydroxycholesterol	441.341	212.1	Steroids and steroid derivatives	Hydroxysteroids
Metabolite_M260T42_3	M260T42_3	Acetylpterosin C	260.0096	41.9	Indanes	Indanones
Metabolite_M767T656_2	M767T656_2	PC(20_2(11Z,14Z)_16_1(9Z))	766.587	655.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M821T580	M821T580	PC(22_1(13Z)_18_3(9Z,12Z,15Z))	820.6349	580.2	Glycerophospholipids	Glycerophosphocholines
Metabolite_M300T407	M300T407	Glucosyl (E)-2,6-Dimethyl-2,5-heptadienoate	300.216	407.4	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M378T334	M378T334	benzyl cetraxate	378.2365	334.1		
Metabolite_M300T391	M300T391	Phytocassane D	300.1796	390.8	Prenol lipids	Diterpenoids
Metabolite_M777T581	M777T581	PC(20_3(8Z,11Z,14Z)_P-18_1(11Z))	776.5717	581	Glycerophospholipids	Glycerophosphocholines
Metabolite_M271T74	M271T74	2'-O-Methylisoliquiritigenin	271.0919	73.6		
Metabolite_M217T102	M217T102	4,4'-methanol-bisbenzonitrile	217.1042	101.9	Benzene and substituted derivatives	Diphenylmethanes
Metabolite_M811T415	M811T415	PC(18_1(11Z)_20_3(5Z,8Z,11Z))	810.6145	415.2	Glycerophospholipids	Glycerophosphocholines
Metabolite_M398T459	M398T459	Phytosphingosine-1-P	398.2394	459.4	Sphingolipids	Phosphosphingolipids
Metabolite_M300T395	M300T395	Neryl glucoside	300.1984	395.4	Prenol lipids	Terpene glycosides
Metabolite_M421T47_2	M421T47_2	Glucaric acid	420.881	47.5	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M807T438_2	M807T438_2	PC(18_1(9Z)_20_5(5Z,8Z,11Z,14Z,17Z))	806.5839	438.3	Glycerophospholipids	Glycerophosphocholines
Metabolite_M800T550	M800T550	SM(d18_0_22_2(13Z,16Z)(OH))	799.6831	549.8	Sphingolipids	Phosphosphingolipids
Metabolite_M256T467	M256T467	16-Hydroxyhexadecanoic acid	256.2265	467.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M807T475_2	M807T475_2	PC(20_5(5Z,8Z,11Z,14Z,17Z)_18_1(11Z))	806.584	474.9	Glycerophospholipids	Glycerophosphocholines
Metabolite_M518T476_2	M518T476_2	LysoPC(18_3(9Z,12Z,15Z)_0_0)	518.3147	475.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M482T395	M482T395	1-Stearoylglycerophosphoserine	482.2908	395.4	Glycerophospholipids	Glycerophosphoserines
Metabolite_M130T239	M130T239	3-Amino-1,2-propanediol	130.1587	239		
Metabolite_M795T623_1	M795T623_1	PC(18_1(9Z)_P-18_0)	794.5888	622.6	Glycerophospholipids	Glycerophosphocholines
Metabolite_M795T437	M795T437	PC(18_3(9Z,12Z,15Z)_20_0)	794.5912	437.3	Glycerophospholipids	Glycerophosphocholines
Metabolite_M535T622	M535T622	(3b,16b,20R)-Pregn-5-ene-3,16,20-triol 3-glucoside	535.3915	622.2	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M635T46_1	M635T46_1	Reverse-triiodthyronine	634.8063	46.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M561T651_2	M561T651_2	Prunus inhibitor b	561.4198	650.7	Flavonoids	Biflavonoids and polyflavonoids
Metabolite_M412T277	M412T277	Clebopride	412.2063	277	Piperidines	Benzylpiperidines
Metabolite_M464T396	M464T396	LysoPE(P-18_1(9Z)_0_0)	464.2821	395.6	Glycerophospholipids	Glycerophosphoethanolamines
Metabolite_M403T48	M403T48	Apigenin-C-pentoside	403.0059	47.7		
Metabolite_M164T77	M164T77	N-hydroxy-L-phenylalanine	164.0737	76.9		
Metabolite_M769T233_5	M769T233_5	PC(18_1(9Z)_15_0)	768.5732	232.9	Glycerophospholipids	Glycerophosphocholines
Metabolite_M240T42	M240T42	5-Hydroxytryptophol sulfate	239.9659	42.4	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M572T560_1	M572T560_1	PC(18_1(9Z)e_2_0)	572.3578	560.1	Glycerophospholipids	Glycerophosphocholines
Metabolite_M283T627	M283T627	3-hydroxymyristate	283.2818	627.1	Fatty Acyls	Fatty acids and conjugates
Metabolite_M415T466_2	M415T466_2	Cinnatriacetin A	415.2091	466.2	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M335T627_1	M335T627_1	Hovenitin I	335.2418	627.3	Oxanes	
Metabolite_M135T48	M135T48	2,3-Dihydroxy-2,4-cyclopentadien-1-one	135.0027	47.7	Vinylogous acids	
Metabolite_M421T460_2	M421T460_2	(25S)-3-oxocholest-4-en-26-al	421.3157	459.5		
Metabolite_M264T362	M264T362	Nortriptyline	264.1797	362.2	Dibenzocycloheptenes	
Metabolite_M267T518	M267T518	Resveratrol	267.1713	518.5	Stilbenes	
Metabolite_M798T579	M798T579	PC(20_1(11Z)_18_1(11Z))	797.6445	579	Glycerophospholipids	Glycerophosphocholines
Metabolite_M612T676_1	M612T676_1	TG(i-14_0_8_0_i-12_0)	611.5128	675.8	Glycerolipids	Triradylcglycerols
Metabolite_M215T257	M215T257	Deoxyribose 1-phosphate	215.125	257.3	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M707T550	M707T550	SM(d18_0_14_1(9Z)(OH))	706.572	549.5	Sphingolipids	Phosphosphingolipids
Metabolite_M811T622	M811T622	PC(20_3(8Z,11Z,14Z)_18_1(11Z))	810.5849	622.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M767T640	M767T640	PC(P-16_0_18_1(9Z))	766.5871	639.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M170T71	M170T71	2-Phosphoglyceric acid	169.977	70.9	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M524T559	M524T559	Platelet-activating factor	524.3607	558.8	Glycerophospholipids	Glycerophosphocholines
Metabolite_M810T622_2	M810T622_2	PC(MonoMe(9,5)_DiMe(11,3))	809.5768	622.4	Glycerophospholipids	Glycerophosphocholines
Metabolite_M520T474	M520T474	LysoPC(0_0_18_2(9Z,12Z))	520.3294	473.5	Glycerophospholipids	Glycerophosphocholines
Metabolite_M408T594	M408T594	10-Octacosene-1,12-diol	408.3669	594.1	Fatty Acyls	Fatty alcohols
Metabolite_M805T233_3	M805T233_3	PC(20_4(8Z,11Z,14Z,17Z)_16_0)	804.5353	232.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M200T196	M200T196	Bergapten	200.0468	196	Coumarins and derivatives	Furanocoumarins
Metabolite_M363T271_1	M363T271_1	Fructose 1,6-bisphosphate	362.9853	271.3		
Metabolite_M187T62	M187T62	4-Methyl-5-nitrocatechol	187.0713	62.1		
Metabolite_M539T649_1	M539T649_1	adonixanthin	539.4245	649.3		
Metabolite_M160T56	M160T56	2-(dihydroxymethyl)-5-formylfuran	160.0605	56.4		
Metabolite_M190T387	M190T387	8-methylthiooctanaldoxime	190.1259	386.8		
Metabolite_M613T392_1	M613T392_1	lupinate	613.295	391.9		
Metabolite_M127T338	M127T338	Dihydroxyacetone phosphate	127.0154	337.7	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M407T578	M407T578	3-Geranylgeranylindole; 3-(Geranylgeranyl)indole	407.3423	577.7		
Metabolite_M227T49	M227T49	Chloranil	226.8618	49	Organooxygen compounds	Carbonyl compounds
Metabolite_M156T49	M156T49	O-Phosphohomoserine	156.0419	48.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M383T549	M383T549	L-trihomomethionine	383.2029	549.2		
Metabolite_M240T99	M240T99	L-Cystathionine	240.1015	99.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M127T310	M127T310	(E)-2-octenal	127.1116	310.1		
Metabolite_M365T356	M365T356	6,7-Dimethyl-8-(1-D-ribityl)lumazine	365.2208	355.9	Pteridines and derivatives	
Metabolite_M145T89	M145T89	1,2-Dihydroxy-3-keto-5-methylthiopentene	145.0316	89.4	Organooxygen compounds	Carbonyl compounds
Metabolite_M201T33_2	M201T33_2	Phosphoroselenoic acid	200.9965	32.9	Other mixed metal/non-metal oxoanionic compounds	Non-metal selenophosphates
Metabolite_M369T52	M369T52	2-Pyrone-4,6-dicarboxylate	369.0084	52.2		
Metabolite_M186T398	M186T398	(1R,2R)-1,2,7,7-Tetramethylbicyclo[2.2.1]heptan-2-ol	186.185	398.4	Prenol lipids	Monoterpenoids
Metabolite_M171T383	M171T383	Dihydropinosylvin	171.1166	383.3		
Metabolite_M416T253	M416T253	beta-Citraurin	416.283	252.6	Prenol lipids	Triterpenoids
Metabolite_M132T192	M132T192	indole-3-glycol aldehyde	132.0806	192.5	Indoles and derivatives	Indoles
Metabolite_M162T42	M162T42	Aesculetin	162.0071	42	Coumarins and derivatives	Hydroxycoumarins
Metabolite_M251T443	M251T443	Ubiquinone-1	251.1274	443.4	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M154T245	M154T245	Metanephrine	154.1224	244.9	Phenols	Methoxyphenols
Metabolite_M120T128	M120T128	Trigonelline (N'-methylnicotinate)	120.0442	127.6		
Metabolite_M204T92	M204T92	Linamarin	204.1227	92.2	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M183T81	M183T81	Porphobilinogen	183.1125	80.8	Organonitrogen compounds	Amines
Metabolite_M589T662_1	M589T662_1	Anhydrorhodovibrin	589.437	661.9		
Metabolite_M474T265	M474T265	Neoxaline	474.2892	265.3		
Metabolite_M299T398	M299T398	S-methyl-5-thio-D-ribulose 1-phosphate(2-)	299.1092	397.8	Organooxygen compounds	Carbonyl compounds
Metabolite_M227T168	M227T168	1,8-diazacyclotetradecane-2,9-dione	227.175	167.8		
Metabolite_M181T393	M181T393	Coniferyl alcohol	181.0856	393.3	Phenols	Methoxyphenols
Metabolite_M256T501	M256T501	3-Dehydrosphinganine	256.2994	501	Organooxygen compounds	Carbonyl compounds
Metabolite_M160T55	M160T55	cis-3-Hexenyl acetate	160.1329	55.3	Carboxylic acids and derivatives	Carboxylic acid derivatives
Metabolite_M202T59	M202T59	Vanylglycol	202.107	59.4	Phenols	Methoxyphenols
Metabolite_M195T392	M195T392	6-Hydroxymellein	195.0648	392.4		
Metabolite_M215T71	M215T71	Citric acid	215.0158	71.3	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
Metabolite_M168T103	M168T103	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one	168.091	102.9		
Metabolite_M181T216	M181T216	Clavaminate	181.0604	216		
Metabolite_M171T266	M171T266	(1R,2R,4S)-limonene-1,2-diol	171.1376	266.1		
Metabolite_M247T388	M247T388	Lacinilene C	247.1323	387.6		
Metabolite_M186T328	M186T328	4-isopropenyl-7-methyloxepan-2-one	186.1484	327.7		
Metabolite_M153T688	M153T688	1,7-dimethylurate	153.0767	688.1	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M178T62	M178T62	dihomomethionine	178.0901	62.5		
Metabolite_M594T52_2	M594T52_2	Hesperidin	594.1721	52.3	Flavonoids	Flavonoid glycosides
Metabolite_M265T500	M265T500	Thellungianin G	265.1427	499.7	Phenol esters	
Metabolite_M787T438_1	M787T438_1	omega-Hydroxy-beta-dihydromenaquinone-9	786.6093	438.5		
Metabolite_M224T109	M224T109	Scoparone	224.0911	109.3	Coumarins and derivatives	
Metabolite_M286T486	M286T486	Dihydroceramide	286.3096	486.2	Carboxylic acids and derivatives	Carboxylic acid derivatives
Metabolite_M649T426	M649T426	Rutin	649.253	425.5	Flavonoids	Flavonoid glycosides
Metabolite_M314T523	M314T523	Phytol	314.3408	523	Prenol lipids	Diterpenoids
Metabolite_M302T318	M302T318	Calycosin	302.1014	318.1	Isoflavonoids	O-methylated isoflavonoids
Metabolite_M148T51_2	M148T51_2	S-Methyl-L-methionine	148.0795	51.4		
Metabolite_M177T86	M177T86	Indoleacetaldehyde	177.1017	85.6	Indoles and derivatives	Indoles
Metabolite_M191T47_2	M191T47_2	3-Sulfinylpyruvic acid	191.0763	46.6	Keto acids and derivatives	Alpha-keto acids and derivatives
Metabolite_M249T55	M249T55	N2-Succinyl-L-glutamic acid 5-semialdehyde	249.1073	54.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M487T662	M487T662	2-heptylquinolin-4(1H)-one	487.3303	661.9		
Metabolite_M284T563	M284T563	3-dehydrosphinganinium(1+)	284.2938	563.1	Organooxygen compounds	Carbonyl compounds
Metabolite_M235T52	M235T52	L-Valine	235.1644	51.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M423T459	M423T459	(25R)-26-hydroxycholest-4-en-3-one	423.3218	459.5		
Metabolite_M519T536_1	M519T536_1	2-Heptyl-3-hydroxy-quinolone	519.3198	536.2		
Metabolite_M210T640	M210T640	2-Epi-5-epi-valiolone	210.098	639.5		
Metabolite_M304T469	M304T469	Anandamide	304.2987	469.2	Organonitrogen compounds	Amines
Metabolite_M473T602	M473T602	L-Olivosyl-oleandolide	473.3127	601.5		
Metabolite_M582T640	M582T640	CMP-KDO	582.2055	640.3		
Metabolite_M453T689	M453T689	(22R,23R)-22,23-dihydroxy-campest-4-en-3-one	453.332	689.4		
Metabolite_M394T442	M394T442	beta-tocotrienol	394.2975	442.1	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M209T108	M209T108	Deoxyinosine	209.1024	107.9	Purine nucleosides	Purine 2'-deoxyribonucleosides
Metabolite_M256T618	M256T618	Bombykol	256.2623	617.7		
Metabolite_M280T276	M280T276	stylopine	280.1319	275.8		
Metabolite_M606T625_1	M606T625_1	Dihydroisopentenyldehydrorhodopin	605.5115	625.2		
Metabolite_M205T72	M205T72	Linuron	205.0284	71.6	Benzene and substituted derivatives	N-phenylureas
Metabolite_M328T265	M328T265	Sinapine	328.1977	265.3	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M221T212	M221T212	9-methylthiononanaldoxime	221.1693	212		
Metabolite_M414T42	M414T42	alpha-Tocopherol	414.3877	42.4	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M116T42	M116T42	Sulfate	116.0018	42.1	Non-metal oxoanionic compounds	Non-metal sulfates
Metabolite_M127T42_2	M127T42_2	2-Vinyl-4H-1,3-dithiine	127.0028	42.2	Dithiins	
Metabolite_M353T50	M353T50	Ureidosuccinic acid	353.0921	50.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M374T678	M374T678	Paspalicine	374.2459	678.3		
Metabolite_M380T384	M380T384	Aurachin B	380.2604	384.4		
Metabolite_M338T52	M338T52	5-Amino-6-(5-phosphoribosylamino)uracil	338.064	52.2		
Metabolite_M465T521	M465T521	7-Oxateasterone	465.3549	520.9	Steroids and steroid derivatives	Steroid lactones
Metabolite_M315T255	M315T255	5-Amino-6-ribitylamino uracil	315.203	254.7	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M201T360_1	M201T360_1	Gamma-glutamyl-L-putrescine	201.1483	359.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M296T74	M296T74	N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole	296.1588	74	Benzimidazole ribonucleosides and ribonucleotides	
Metabolite_M237T369	M237T369	Benzimidazole	237.1121	369.4	Benzimidazoles	
Metabolite_M143T42_2	M143T42_2	Naphthalene-1,2-diol	143.0483	41.7	Naphthalenes	Naphthols and derivatives
Metabolite_M331T51_2	M331T51_2	Camptothecin	331.1097	50.9		
Metabolite_M699T300	M699T300	Dihydrochelerythrine	699.2743	299.8	Benzophenanthridine alkaloids	Dihydrobenzophenanthridine alkaloids
Metabolite_M353T46	M353T46	6-Hydroxyprotopine	353.1279	46.3		
Metabolite_M167T103	M167T103	Tiformin	167.0893	102.8		
Metabolite_M193T232	M193T232	7-methylthioheptanaldoxime	193.1381	231.9		
Metabolite_M189T192	M189T192	FAMP	189.0735	192.4		
Metabolite_M805T655_1	M805T655_1	PC(18_2_18_2)	804.5564	655.4	Glycerophospholipids	Glycerophosphocholines
Metabolite_M363T272	M363T272	Phaseollidin	363.2363	271.9	Isoflavonoids	Furanoisoflavonoids
Metabolite_M633T383	M633T383	Saponarin	633.252	382.6		
Metabolite_M303T264_1	M303T264_1	carlactone	303.1975	264.5		
Metabolite_M302T414	M302T414	Boldione	302.2135	413.8	Steroids and steroid derivatives	Androstane steroids
Metabolite_M377T52	M377T52	Rebeccamycin aglycon	377.0143	51.7		
Metabolite_M375T483	M375T483	7a,12a-Dihydroxy-5a-cholestan-3-one	375.3647	482.9		
Metabolite_M158T57_1	M158T57_1	L-argininium(1+)	158.1173	56.5		
Metabolite_M433T466	M433T466	Rotenone	433.2424	466.2	Isoflavonoids	Rotenoids
Metabolite_M203T71	M203T71	Eugenol	203.1829	71.3	Phenols	Methoxyphenols
Metabolite_M521T648_1	M521T648_1	Canthaxanthin	521.4105	648	Prenol lipids	Tetraterpenoids
Metabolite_M166T63	M166T63	3-Methyluric acid	166.0259	63.2	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M151T71	M151T71	D-Ribose	151.0612	71.4		
Metabolite_M133T76	M133T76	Dimethyl sulphone	133.1056	76	Sulfonyls	Sulfones
Metabolite_M797T459_1	M797T459_1	PC(16_0_18_1(9Z)-O(12,13))	796.5523	459.4	Glycerophospholipids	Glycerophosphocholines
Metabolite_M348T48_1	M348T48_1	justicidins	348.0781	47.8		
Metabolite_M297T227_1	M297T227_1	7,8-Dihydropteroic acid	297.1071	226.9	Pteridines and derivatives	Pterins and derivatives
Metabolite_M268T253_3	M268T253_3	Machete	268.1848	253.4	Benzene and substituted derivatives	Anilides
Metabolite_M267T254	M267T254	N-(p-Hydroxyphenyl)ethyl p-hydroxycinnamide	267.1232	254.2	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M605T625_2	M605T625_2	DG(18_1(9Z)_18_1(9Z)_0_0)	604.5239	625.2	Glycerolipids	Diradylglycerols
Metabolite_M311T342	M311T342	ent-cassa-12,15-dien-2beta-ol	311.2318	342.4		
Metabolite_M345T73	M345T73	Artemetin	345.1363	72.7	Flavonoids	O-methylated flavonoids
Metabolite_M326T332	M326T332	Galantamine	326.2528	332.3	Amaryllidaceae alkaloids	Galanthamine-type amaryllidaceae alkaloids
Metabolite_M241T73	M241T73	Albaflavenone	241.1541	73.1		
Metabolite_M241T341	M241T341	germacra-1(10),4,11(13)-trien-12-al	241.1541	340.9		
Metabolite_M279T92	M279T92	Lotaustralin	279.1525	91.8	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M312T324	M312T324	4-O-Methylnorbelladine	312.2371	324		
Metabolite_M735T658	M735T658	PC(18_3(9Z,12Z,15Z)_18_3(9Z,12Z,15Z))	734.5415	657.9		
Metabolite_M173T292_2	M173T292_2	Dimethylpropiothetin	173.1363	291.6	Carboxylic acids and derivatives	Carboxylic acid derivatives
Metabolite_M186T131	M186T131	1H-Indole-2,3-dione	186.1315	130.8	Indoles and derivatives	Indolines
Metabolite_M205T63	M205T63	Dihydroconiferyl alcohol	205.0816	62.8	Phenols	Methoxyphenols
Metabolite_M409T472	M409T472	Cholesterol	409.3402	472	Steroids and steroid derivatives	Cholestane steroids
Metabolite_M665T607	M665T607	17a-Hydroxypregnenolone	665.4712	606.5		
Metabolite_M159T71	M159T71	Phenylacetaldehyde	159.1568	71	Benzene and substituted derivatives	Phenylacetaldehydes
Metabolite_M316T74	M316T74	SYNNEMATIN B	316.1356	74.2		
Metabolite_M298T233	M298T233	Norbelladine	298.2215	232.6		
Metabolite_M169T69	M169T69	2-Amino-3-carboxymuconic acid semialdehyde	169.0353	68.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M201T196	M201T196	Camalexin	201.0501	196	Indoles and derivatives	Indoles
Metabolite_M266T378	M266T378	(+)-cis-abscisic aldehyde	266.1724	378.3	Prenol lipids	Sesquiterpenoids
Metabolite_M204T192	M204T192	N-acetyl-alpha-D-glucosamine	204.0887	192.1		
Metabolite_M399T459	M399T459	Tryprostatin A	399.2431	459.4		
Metabolite_M184T338	M184T338	1-Methylxanthine	184.081	337.8	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M172T345	M172T345	Mandelonitrile	172.1523	344.5	Benzene and substituted derivatives	
Metabolite_M469T313	M469T313	3-Dehydroteasterone	469.3239	312.5		
Metabolite_M465T292	M465T292	ABA-GE cpd	465.2916	291.7		
Metabolite_M188T234	M188T234	L-Phenylalanine	188.0702	233.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M203T83	M203T83	Homoserine, O-succinyl-	203.081	82.7		
Metabolite_M303T358	M303T358	Oryzalexin A	303.2351	358	Prenol lipids	Diterpenoids
Metabolite_M362T409	M362T409	10,11-Epoxy-3-geranylgeranylindole	362.3246	409.2		
Metabolite_M583T419_2	M583T419_2	Premithramycin A1	583.2623	418.6		
